Hour,Day_Num,Month,Crime_Severity_Score,Is_Weekend,Arrest,Primary Type,Temporal_Cluster
11,0,11,4,0,1,NARCOTICS,2
17,1,4,2,0,1,OTHER OFFENSE,3
0,6,3,3,1,1,CRIMINAL DAMAGE,0
14,2,5,3,0,0,DECEPTIVE PRACTICE,3
11,4,4,3,0,0,DECEPTIVE PRACTICE,3
19,5,7,3,1,0,CRIMINAL DAMAGE,2
7,1,12,5,0,1,WEAPONS VIOLATION,2
23,3,6,5,0,0,BURGLARY,1
7,6,6,4,1,1,NARCOTICS,0
12,3,7,3,0,0,THEFT,2
16,3,2,5,0,0,MOTOR VEHICLE THEFT,3
0,5,10,6,1,1,BATTERY,0
7,1,2,5,0,0,MOTOR VEHICLE THEFT,3
10,6,11,6,1,0,BATTERY,1
4,2,12,3,0,0,THEFT,2
11,3,10,6,0,0,ASSAULT,1
17,3,11,3,0,0,THEFT,2
10,5,12,3,1,0,THEFT,2
22,6,12,7,1,0,ARSON,1
10,4,3,6,0,0,ASSAULT,1
10,4,1,5,0,0,MOTOR VEHICLE THEFT,3
21,6,3,6,1,0,BATTERY,1
0,5,8,8,1,0,CRIMINAL SEXUAL ASSAULT,0
9,4,5,2,0,0,OTHER OFFENSE,3
1,3,9,6,0,1,ASSAULT,0
11,5,9,5,1,1,WEAPONS VIOLATION,1
4,3,10,3,0,0,THEFT,0
7,2,3,3,0,0,THEFT,3
8,2,1,2,0,1,OTHER OFFENSE,3
22,1,3,6,0,1,BATTERY,1
14,5,2,3,1,0,THEFT,3
7,3,10,6,0,0,BATTERY,0
16,4,6,3,0,0,THEFT,3
7,4,7,10,0,1,HOMICIDE,1
19,1,7,3,0,0,THEFT,2
10,4,10,6,0,0,ASSAULT,1
16,6,8,5,1,0,BURGLARY,1
23,5,2,2,1,0,OTHER OFFENSE,3
8,1,8,3,0,0,THEFT,2
17,1,9,6,0,0,BATTERY,1
1,5,10,3,1,0,CRIMINAL DAMAGE,0
4,5,8,2,1,0,OTHER OFFENSE,0
20,6,6,3,1,1,THEFT,3
17,4,11,3,0,0,CRIMINAL TRESPASS,2
17,4,6,3,0,0,THEFT,3
3,5,2,6,1,0,BATTERY,0
17,2,10,6,0,0,ASSAULT,1
17,3,5,3,0,0,CRIMINAL DAMAGE,3
16,0,6,3,0,0,THEFT,3
8,2,7,3,0,0,THEFT,2
19,5,5,5,1,0,MOTOR VEHICLE THEFT,1
20,6,8,7,1,0,ROBBERY,1
23,2,9,3,0,0,THEFT,2
16,6,2,7,1,0,SEX OFFENSE,1
19,6,11,6,1,0,BATTERY,1
15,4,10,3,0,0,THEFT,2
8,4,4,3,0,0,CRIMINAL DAMAGE,3
10,3,7,5,0,0,OFFENSE INVOLVING CHILDREN,1
21,2,6,3,0,0,THEFT,3
18,1,12,3,0,0,DECEPTIVE PRACTICE,2
8,6,12,6,1,0,BATTERY,0
2,3,8,5,0,0,MOTOR VEHICLE THEFT,0
22,6,1,3,1,0,THEFT,3
17,3,8,2,0,0,PUBLIC PEACE VIOLATION,2
8,1,2,2,0,1,OTHER OFFENSE,3
1,6,4,5,1,0,BURGLARY,0
17,5,9,3,1,0,CRIMINAL DAMAGE,2
18,5,7,6,1,0,BATTERY,1
19,5,9,6,1,0,ASSAULT,1
2,1,10,5,0,0,MOTOR VEHICLE THEFT,0
14,0,3,6,0,1,BATTERY,1
14,1,6,5,0,0,MOTOR VEHICLE THEFT,1
10,1,3,3,0,0,THEFT,3
19,2,9,3,0,0,THEFT,2
3,4,2,5,0,0,MOTOR VEHICLE THEFT,0
8,2,4,3,0,0,CRIMINAL DAMAGE,3
10,3,9,3,0,1,CRIMINAL DAMAGE,2
16,1,12,2,0,0,OTHER OFFENSE,2
14,6,6,3,1,0,THEFT,3
16,3,8,3,0,0,DECEPTIVE PRACTICE,2
22,0,4,3,0,0,CRIMINAL DAMAGE,3
9,3,1,6,0,0,ASSAULT,1
23,3,1,5,0,0,BURGLARY,3
0,4,8,6,0,0,BATTERY,0
3,1,10,3,0,0,CRIMINAL DAMAGE,0
7,3,11,3,0,0,DECEPTIVE PRACTICE,2
20,4,6,5,0,0,MOTOR VEHICLE THEFT,1
8,2,4,6,0,0,BATTERY,1
20,1,5,3,0,1,THEFT,3
20,1,6,3,0,0,DECEPTIVE PRACTICE,3
14,0,6,3,0,0,CRIMINAL DAMAGE,3
16,1,5,3,0,0,THEFT,3
10,5,2,3,1,0,THEFT,3
10,1,6,3,0,0,THEFT,3
1,1,7,6,0,1,BATTERY,0
13,3,12,6,0,0,BATTERY,1
22,4,12,5,0,1,WEAPONS VIOLATION,2
14,2,9,5,0,0,WEAPONS VIOLATION,1
10,5,3,4,1,0,NARCOTICS,3
19,5,7,3,1,0,DECEPTIVE PRACTICE,2
23,1,5,6,0,1,BATTERY,1
7,5,8,3,1,1,THEFT,0
15,0,1,2,0,0,OTHER OFFENSE,3
2,3,11,7,0,0,ROBBERY,0
21,5,6,3,1,0,THEFT,3
10,2,3,6,0,0,ASSAULT,1
1,2,9,6,0,0,BATTERY,0
11,0,9,3,0,0,THEFT,2
9,1,2,6,0,0,ASSAULT,1
18,5,5,6,1,1,BATTERY,1
9,5,8,6,1,0,BATTERY,0
10,0,9,3,0,0,CRIMINAL DAMAGE,2
0,0,5,6,0,0,ASSAULT,0
6,0,11,3,0,0,CRIMINAL DAMAGE,2
10,2,8,5,0,0,BURGLARY,1
18,3,5,3,0,0,THEFT,3
10,1,1,3,0,0,CRIMINAL DAMAGE,3
3,6,12,3,1,0,CRIMINAL DAMAGE,0
12,1,8,3,0,0,CRIMINAL DAMAGE,2
6,1,1,6,0,0,BATTERY,0
10,3,8,2,0,0,OTHER OFFENSE,2
7,2,3,3,0,1,DECEPTIVE PRACTICE,3
4,0,8,5,0,0,MOTOR VEHICLE THEFT,0
13,3,8,3,0,0,DECEPTIVE PRACTICE,2
1,0,4,5,0,1,WEAPONS VIOLATION,0
9,3,3,3,0,0,DECEPTIVE PRACTICE,3
10,2,11,3,0,0,CRIMINAL TRESPASS,2
22,4,6,6,0,0,BATTERY,1
16,1,3,3,0,0,CRIMINAL DAMAGE,3
6,5,3,6,1,1,BATTERY,0
11,6,6,6,1,0,ASSAULT,1
3,0,8,6,0,0,BATTERY,0
5,4,2,3,0,0,THEFT,3
3,4,1,5,0,0,MOTOR VEHICLE THEFT,0
12,5,3,5,1,0,MOTOR VEHICLE THEFT,1
2,2,10,6,0,0,BATTERY,0
6,6,4,3,1,0,THEFT,0
11,4,1,3,0,0,DECEPTIVE PRACTICE,3
14,3,5,3,0,0,THEFT,3
1,6,11,5,1,0,BURGLARY,0
8,4,4,3,0,0,THEFT,3
16,5,7,3,1,0,CRIMINAL DAMAGE,2
11,0,6,6,0,0,BATTERY,1
12,6,11,3,1,0,THEFT,2
10,3,3,6,0,0,BATTERY,1
16,6,11,3,1,0,THEFT,2
9,5,5,3,1,0,THEFT,3
14,3,8,6,0,1,BATTERY,1
15,4,7,6,0,0,BATTERY,1
8,0,7,3,0,0,CRIMINAL DAMAGE,2
14,4,12,6,0,0,STALKING,1
18,5,3,3,1,1,CRIMINAL DAMAGE,3
20,3,10,4,0,1,NARCOTICS,2
0,1,7,6,0,0,ASSAULT,0
16,0,7,5,0,0,MOTOR VEHICLE THEFT,1
0,6,12,8,1,0,CRIMINAL SEXUAL ASSAULT,0
17,0,1,7,0,0,ARSON,1
11,1,4,3,0,0,THEFT,3
16,0,3,7,0,0,ARSON,1
20,5,8,6,1,0,ASSAULT,1
22,4,3,6,0,1,ASSAULT,1
18,4,12,3,0,0,THEFT,2
12,6,7,3,1,0,THEFT,2
12,4,8,3,0,0,THEFT,2
3,5,9,3,1,0,THEFT,0
2,3,12,3,0,1,CRIMINAL TRESPASS,0
11,2,6,3,0,1,THEFT,3
20,3,1,4,0,1,NARCOTICS,3
18,4,7,6,0,1,BATTERY,1
23,5,5,6,1,0,BATTERY,1
11,5,12,4,1,1,NARCOTICS,2
12,2,10,3,0,0,THEFT,2
4,4,8,5,0,0,MOTOR VEHICLE THEFT,0
7,1,8,3,0,0,DECEPTIVE PRACTICE,2
20,0,9,3,0,0,CRIMINAL DAMAGE,2
19,0,3,6,0,0,ASSAULT,1
9,2,2,3,0,0,CRIMINAL DAMAGE,3
1,3,7,3,0,0,CRIMINAL DAMAGE,0
12,3,4,3,0,0,THEFT,3
16,4,5,5,0,0,MOTOR VEHICLE THEFT,1
11,0,8,6,0,0,ASSAULT,1
0,3,1,5,0,0,BURGLARY,0
0,1,5,3,0,0,DECEPTIVE PRACTICE,0
23,4,10,3,0,0,DECEPTIVE PRACTICE,2
0,6,4,6,1,0,BATTERY,0
12,5,9,3,1,0,DECEPTIVE PRACTICE,2
9,1,1,6,0,0,BATTERY,1
14,4,3,6,0,0,BATTERY,1
18,1,10,3,0,0,THEFT,2
10,0,1,4,0,1,NARCOTICS,3
0,5,12,3,1,0,THEFT,0
4,4,8,6,0,0,BATTERY,0
13,2,3,4,0,1,NARCOTICS,3
6,6,1,5,1,0,MOTOR VEHICLE THEFT,0
8,3,7,3,0,0,THEFT,2
10,2,4,2,0,0,OTHER OFFENSE,3
23,6,9,3,1,0,CRIMINAL DAMAGE,2
22,2,9,3,0,0,THEFT,2
0,1,2,3,0,0,THEFT,0
21,5,11,6,1,0,BATTERY,1
18,1,12,3,0,0,THEFT,2
16,1,7,6,0,0,BATTERY,1
19,5,12,5,1,1,WEAPONS VIOLATION,2
12,0,11,4,0,1,NARCOTICS,2
14,4,11,2,0,0,OTHER OFFENSE,2
16,5,5,3,1,0,THEFT,3
1,6,6,5,1,1,WEAPONS VIOLATION,0
17,5,1,3,1,0,THEFT,3
15,0,1,6,0,0,BATTERY,1
7,1,7,3,0,0,CRIMINAL DAMAGE,2
18,5,11,3,1,0,THEFT,2
16,3,10,7,0,0,ROBBERY,1
11,3,9,6,0,0,ASSAULT,1
13,4,5,3,0,0,THEFT,3
19,3,8,5,0,0,MOTOR VEHICLE THEFT,1
19,0,9,3,0,0,THEFT,2
18,3,12,3,0,1,THEFT,2
12,2,11,3,0,0,DECEPTIVE PRACTICE,2
16,0,4,3,0,0,THEFT,3
11,4,3,4,0,1,NARCOTICS,3
1,1,1,3,0,0,DECEPTIVE PRACTICE,3
13,5,3,4,1,1,NARCOTICS,3
21,3,10,6,0,0,BATTERY,1
20,4,8,6,0,0,BATTERY,1
14,1,10,3,0,0,THEFT,2
10,6,6,6,1,0,BATTERY,1
21,1,6,3,0,0,THEFT,3
11,1,11,3,0,0,THEFT,2
4,3,3,8,0,0,CRIMINAL SEXUAL ASSAULT,0
20,0,6,3,0,0,CRIMINAL DAMAGE,3
9,6,9,6,1,0,BATTERY,0
20,6,4,3,1,0,CRIMINAL DAMAGE,3
12,5,1,5,1,0,BURGLARY,3
17,5,8,3,1,0,THEFT,2
11,3,10,3,0,0,THEFT,2
20,6,8,5,1,0,MOTOR VEHICLE THEFT,1
18,4,5,6,0,1,BATTERY,1
3,6,11,3,1,0,CRIMINAL DAMAGE,0
13,5,9,6,1,0,BATTERY,1
17,1,6,3,0,0,CRIMINAL DAMAGE,3
1,1,5,3,0,0,CRIMINAL DAMAGE,0
9,6,7,7,1,0,ROBBERY,1
13,1,1,3,0,0,THEFT,3
19,1,12,3,0,0,THEFT,2
10,5,8,5,1,0,MOTOR VEHICLE THEFT,0
21,5,11,7,1,0,ROBBERY,1
14,6,11,3,1,1,CRIMINAL DAMAGE,2
17,0,10,5,0,0,MOTOR VEHICLE THEFT,2
10,4,4,3,0,0,DECEPTIVE PRACTICE,3
1,1,8,3,0,0,THEFT,0
15,1,5,3,0,0,DECEPTIVE PRACTICE,3
14,1,3,3,0,0,CRIMINAL DAMAGE,3
1,5,7,3,1,0,CRIMINAL DAMAGE,0
20,6,4,3,1,0,THEFT,3
19,0,11,3,0,0,CRIMINAL DAMAGE,2
4,4,12,3,0,0,THEFT,2
17,2,3,6,0,0,BATTERY,1
12,6,11,3,1,0,THEFT,2
15,1,4,6,0,0,BATTERY,1
21,2,8,6,0,0,BATTERY,1
0,6,10,6,1,1,BATTERY,0
16,3,9,5,0,0,BURGLARY,1
0,4,10,6,0,1,BATTERY,0
21,5,2,2,1,1,OTHER OFFENSE,3
13,0,3,10,0,0,HOMICIDE,1
20,0,4,6,0,0,ASSAULT,1
6,1,8,3,0,0,THEFT,2
21,4,6,6,0,0,ASSAULT,1
18,6,9,3,1,0,THEFT,2
14,2,12,3,0,0,THEFT,2
18,6,1,6,1,1,BATTERY,1
23,0,7,3,0,1,CRIMINAL DAMAGE,2
23,2,11,3,0,0,CRIMINAL DAMAGE,2
16,4,9,6,0,0,BATTERY,1
13,5,10,6,1,1,BATTERY,1
18,3,3,2,0,0,OTHER OFFENSE,3
19,5,6,5,1,0,MOTOR VEHICLE THEFT,1
21,0,3,3,0,0,THEFT,3
23,5,3,7,1,0,SEX OFFENSE,1
21,3,5,6,0,0,ASSAULT,1
11,6,12,5,1,1,MOTOR VEHICLE THEFT,2
15,3,9,4,0,1,NARCOTICS,2
16,1,9,3,0,0,THEFT,2
21,6,6,5,1,0,MOTOR VEHICLE THEFT,1
23,0,1,3,0,0,THEFT,3
13,2,8,7,0,0,SEX OFFENSE,1
12,2,5,3,0,0,THEFT,3
12,0,8,2,0,0,OTHER OFFENSE,2
15,1,6,3,0,0,DECEPTIVE PRACTICE,3
13,6,12,3,1,0,THEFT,2
9,4,8,3,0,1,THEFT,2
8,2,3,3,0,0,THEFT,3
17,2,2,3,0,1,THEFT,3
17,3,11,5,0,0,BURGLARY,2
17,2,2,3,0,0,THEFT,3
18,6,6,5,1,0,MOTOR VEHICLE THEFT,1
15,3,10,3,0,1,THEFT,2
19,3,5,2,0,1,INTERFERENCE WITH PUBLIC OFFICER,3
17,0,9,2,0,0,OTHER OFFENSE,2
17,4,2,3,0,0,DECEPTIVE PRACTICE,3
22,0,3,3,0,0,THEFT,3
2,2,9,5,0,1,WEAPONS VIOLATION,0
5,5,4,7,1,0,ROBBERY,0
0,6,5,3,1,0,THEFT,0
14,5,11,3,1,0,THEFT,2
15,2,4,6,0,0,BATTERY,1
14,0,7,3,0,0,THEFT,2
19,4,10,3,0,0,THEFT,2
22,1,9,7,0,0,ROBBERY,1
19,6,11,3,1,0,THEFT,2
14,4,1,5,0,1,WEAPONS VIOLATION,3
22,3,6,3,0,0,THEFT,3
9,0,7,3,0,0,DECEPTIVE PRACTICE,2
12,3,8,3,0,0,THEFT,2
17,0,6,3,0,0,CRIMINAL DAMAGE,3
10,5,2,3,1,0,THEFT,3
16,6,8,3,1,0,THEFT,2
0,1,4,5,0,0,MOTOR VEHICLE THEFT,0
20,2,7,5,0,0,MOTOR VEHICLE THEFT,1
14,5,6,3,1,1,THEFT,3
0,5,6,7,1,0,ROBBERY,0
0,3,10,3,0,0,DECEPTIVE PRACTICE,0
14,2,10,3,0,0,CRIMINAL DAMAGE,2
5,1,12,6,0,0,BATTERY,0
0,0,5,5,0,0,BURGLARY,0
4,2,5,5,0,0,BURGLARY,0
0,2,6,6,0,0,ASSAULT,0
15,1,5,3,0,0,CRIMINAL DAMAGE,3
21,4,3,7,0,0,ROBBERY,1
21,4,6,8,0,0,CRIMINAL SEXUAL ASSAULT,1
17,6,1,6,1,0,BATTERY,1
1,6,8,6,1,0,BATTERY,0
12,1,9,5,0,0,MOTOR VEHICLE THEFT,1
12,0,6,7,0,0,ROBBERY,1
21,6,3,3,1,1,CRIMINAL TRESPASS,3
21,4,2,6,0,0,BATTERY,1
23,1,6,3,0,0,CRIMINAL DAMAGE,3
19,1,10,3,0,0,CRIMINAL DAMAGE,2
6,4,1,5,0,0,BURGLARY,0
0,0,3,3,0,0,THEFT,0
1,2,6,5,0,0,MOTOR VEHICLE THEFT,0
22,6,11,6,1,0,ASSAULT,1
14,4,1,6,0,0,BATTERY,1
7,1,10,7,0,0,ROBBERY,1
12,2,8,3,0,0,THEFT,2
3,2,6,2,0,1,OTHER OFFENSE,0
1,2,10,5,0,0,MOTOR VEHICLE THEFT,0
3,6,3,3,1,1,CRIMINAL DAMAGE,0
2,3,1,7,0,0,ARSON,0
1,2,7,2,0,0,OTHER OFFENSE,0
18,4,6,6,0,0,BATTERY,1
8,4,3,3,0,0,DECEPTIVE PRACTICE,3
9,3,8,3,0,0,THEFT,2
16,4,8,3,0,0,DECEPTIVE PRACTICE,2
23,0,4,3,0,0,CRIMINAL DAMAGE,3
10,0,3,5,0,0,BURGLARY,3
11,6,6,5,1,0,MOTOR VEHICLE THEFT,0
13,1,10,5,0,0,WEAPONS VIOLATION,2
13,4,8,7,0,1,ROBBERY,1
5,3,11,3,0,1,CRIMINAL TRESPASS,2
19,4,9,2,0,1,OTHER OFFENSE,2
2,0,3,3,0,0,THEFT,0
17,6,2,6,1,0,ASSAULT,1
12,3,9,3,0,0,THEFT,2
3,4,8,5,0,0,MOTOR VEHICLE THEFT,0
21,2,8,3,0,0,THEFT,2
12,2,10,5,0,0,BURGLARY,2
9,1,8,5,0,0,BURGLARY,0
19,3,6,3,0,0,CRIMINAL DAMAGE,3
12,3,5,6,0,0,BATTERY,1
21,5,3,3,1,0,CRIMINAL DAMAGE,3
17,5,2,3,1,0,THEFT,3
16,5,3,6,1,0,BATTERY,1
3,4,7,3,0,0,THEFT,0
15,3,6,5,0,0,BURGLARY,1
0,4,10,2,0,1,INTERFERENCE WITH PUBLIC OFFICER,0
14,4,2,6,0,0,BATTERY,1
13,6,3,6,1,1,ASSAULT,1
2,3,10,6,0,1,BATTERY,0
20,2,12,3,0,0,CRIMINAL TRESPASS,2
0,5,6,6,1,0,BATTERY,0
21,2,10,6,0,0,ASSAULT,1
19,6,5,6,1,0,ASSAULT,1
22,4,9,5,0,0,BURGLARY,1
18,5,8,6,1,0,ASSAULT,1
2,5,12,6,1,0,BATTERY,0
17,6,12,3,1,0,THEFT,2
16,0,8,3,0,0,THEFT,2
15,2,1,6,0,0,BATTERY,1
13,2,2,6,0,0,BATTERY,1
22,5,1,2,1,1,OTHER OFFENSE,3
7,3,12,3,0,0,THEFT,2
14,1,9,3,0,0,THEFT,2
13,2,10,3,0,0,DECEPTIVE PRACTICE,2
1,5,11,6,1,0,BATTERY,0
1,0,5,5,0,0,MOTOR VEHICLE THEFT,0
12,6,6,6,1,0,BATTERY,1
13,0,4,8,0,0,CRIMINAL SEXUAL ASSAULT,1
14,1,4,3,0,1,THEFT,3
4,2,5,5,0,0,MOTOR VEHICLE THEFT,0
2,4,3,8,0,0,CRIMINAL SEXUAL ASSAULT,0
9,5,10,2,1,0,OTHER OFFENSE,2
22,0,12,3,0,0,CRIMINAL DAMAGE,2
21,6,2,3,1,0,THEFT,3
10,0,5,6,0,0,BATTERY,1
7,2,1,3,0,0,CRIMINAL DAMAGE,3
17,3,6,6,0,0,BATTERY,1
12,3,9,6,0,1,ASSAULT,1
16,6,12,3,1,0,THEFT,2
10,1,4,6,0,1,BATTERY,1
10,2,4,2,0,0,OTHER OFFENSE,3
0,0,2,3,0,0,DECEPTIVE PRACTICE,0
6,6,9,7,1,0,ROBBERY,0
11,1,5,2,0,0,OTHER OFFENSE,3
21,6,10,2,1,0,OTHER OFFENSE,2
12,2,6,3,0,0,THEFT,3
20,0,8,4,0,1,NARCOTICS,2
1,6,2,6,1,0,BATTERY,0
15,2,10,6,0,0,BATTERY,1
6,5,6,6,1,0,BATTERY,0
17,0,8,2,0,0,OTHER OFFENSE,2
1,6,4,3,1,0,CRIMINAL DAMAGE,0
10,6,3,3,1,0,THEFT,3
13,3,8,6,0,0,ASSAULT,1
3,1,1,3,0,0,CRIMINAL DAMAGE,3
7,4,5,6,0,0,BATTERY,0
8,2,12,3,0,1,CRIMINAL TRESPASS,2
12,3,1,3,0,1,DECEPTIVE PRACTICE,3
16,6,3,6,1,0,BATTERY,1
17,3,7,6,0,0,BATTERY,1
22,5,6,5,1,1,WEAPONS VIOLATION,1
23,2,10,4,0,1,NARCOTICS,2
10,3,7,3,0,0,DECEPTIVE PRACTICE,2
22,1,4,6,0,0,BATTERY,1
11,3,4,6,0,0,ASSAULT,1
23,5,11,5,1,1,WEAPONS VIOLATION,1
0,6,11,3,1,0,DECEPTIVE PRACTICE,0
10,1,3,3,0,0,CRIMINAL DAMAGE,3
17,6,6,6,1,0,ASSAULT,1
17,1,12,3,0,0,CRIMINAL DAMAGE,2
13,0,11,6,0,0,ASSAULT,1
13,0,7,3,0,0,THEFT,2
8,3,8,3,0,0,CRIMINAL DAMAGE,2
12,3,3,3,0,0,DECEPTIVE PRACTICE,3
16,2,3,6,0,0,ASSAULT,1
17,6,10,3,1,0,THEFT,2
13,2,5,3,0,0,DECEPTIVE PRACTICE,3
20,6,1,3,1,0,THEFT,3
23,2,4,3,0,0,DECEPTIVE PRACTICE,3
20,6,3,6,1,0,BATTERY,1
18,5,6,6,1,0,ASSAULT,1
6,0,3,2,0,0,OTHER OFFENSE,3
12,2,5,6,0,0,BATTERY,1
17,3,5,6,0,1,BATTERY,1
17,2,12,3,0,0,CRIMINAL DAMAGE,2
0,0,5,3,0,0,CRIMINAL DAMAGE,0
0,6,11,3,1,0,THEFT,0
22,3,5,3,0,0,CRIMINAL DAMAGE,3
22,1,8,6,0,1,BATTERY,1
17,1,10,3,0,0,CRIMINAL TRESPASS,2
17,0,11,6,0,0,ASSAULT,1
5,4,12,3,0,0,CRIMINAL DAMAGE,2
0,5,3,3,1,0,CRIMINAL DAMAGE,0
6,0,10,5,0,0,MOTOR VEHICLE THEFT,0
15,4,12,3,0,0,CRIMINAL DAMAGE,2
21,2,11,2,0,0,OTHER OFFENSE,2
14,3,3,3,0,0,CRIMINAL DAMAGE,3
0,6,9,5,1,0,MOTOR VEHICLE THEFT,0
16,3,3,5,0,0,MOTOR VEHICLE THEFT,1
8,3,1,3,0,0,CRIMINAL DAMAGE,3
17,2,10,3,0,0,THEFT,2
16,2,3,5,0,0,BURGLARY,1
18,5,3,6,1,0,BATTERY,1
16,6,6,6,1,1,BATTERY,1
9,6,4,5,1,0,BURGLARY,0
23,3,11,3,0,1,CRIMINAL DAMAGE,2
21,4,6,7,0,0,ROBBERY,1
19,4,11,3,0,0,CRIMINAL TRESPASS,2
17,3,12,2,0,0,OTHER OFFENSE,2
1,0,8,4,0,1,NARCOTICS,0
17,0,11,6,0,0,ASSAULT,1
16,6,6,3,1,0,THEFT,3
12,5,3,4,1,1,NARCOTICS,3
0,3,4,6,0,0,BATTERY,0
9,3,5,2,0,0,OTHER OFFENSE,3
8,4,10,3,0,0,DECEPTIVE PRACTICE,2
1,0,3,6,0,0,BATTERY,0
6,5,5,6,1,0,BATTERY,0
20,4,8,7,0,0,ROBBERY,1
16,1,3,6,0,0,ASSAULT,1
17,4,12,3,0,0,DECEPTIVE PRACTICE,2
23,2,11,3,0,0,THEFT,2
17,5,4,6,1,0,BATTERY,1
21,5,7,3,1,0,CRIMINAL DAMAGE,2
10,4,5,3,0,0,THEFT,3
12,1,4,3,0,1,THEFT,3
19,6,7,3,1,1,THEFT,2
20,1,10,3,0,0,THEFT,2
17,2,5,3,0,0,CRIMINAL DAMAGE,3
17,0,3,5,0,1,WEAPONS VIOLATION,1
9,6,12,3,1,0,DECEPTIVE PRACTICE,2
20,5,3,3,1,0,CRIMINAL TRESPASS,3
1,6,4,3,1,0,THEFT,0
21,3,4,5,0,0,MOTOR VEHICLE THEFT,1
23,6,8,6,1,0,BATTERY,1
11,0,3,3,0,0,THEFT,3
22,6,7,3,1,1,THEFT,2
21,0,5,6,0,0,BATTERY,1
21,0,4,8,0,0,CRIMINAL SEXUAL ASSAULT,1
21,5,3,6,1,0,ASSAULT,1
22,6,6,3,1,0,THEFT,3
6,0,11,6,0,0,BATTERY,0
4,3,8,5,0,0,BURGLARY,0
6,4,7,6,0,1,BATTERY,0
0,6,10,3,1,0,THEFT,0
19,2,10,3,0,1,THEFT,2
1,1,7,7,0,0,ROBBERY,0
18,4,4,5,0,0,MOTOR VEHICLE THEFT,1
23,5,9,3,1,0,CRIMINAL DAMAGE,2
12,1,10,3,0,0,THEFT,2
8,2,10,6,0,0,BATTERY,1
18,3,3,2,0,0,OTHER OFFENSE,3
9,1,5,5,0,0,BURGLARY,1
16,1,7,5,0,0,MOTOR VEHICLE THEFT,1
23,2,8,5,0,0,MOTOR VEHICLE THEFT,1
10,0,5,6,0,0,ASSAULT,1
4,0,5,6,0,0,BATTERY,0
21,1,12,5,0,0,MOTOR VEHICLE THEFT,2
10,2,6,3,0,0,THEFT,3
12,4,8,3,0,0,THEFT,2
8,6,5,3,1,0,THEFT,0
15,4,7,2,0,0,OTHER OFFENSE,2
1,3,10,3,0,1,CRIMINAL DAMAGE,0
9,2,11,6,0,1,BATTERY,1
8,1,3,5,0,1,WEAPONS VIOLATION,3
8,1,11,3,0,0,THEFT,2
21,5,9,3,1,0,THEFT,2
21,1,5,6,0,0,BATTERY,1
10,5,9,6,1,0,BATTERY,1
23,3,6,6,0,0,BATTERY,1
17,0,3,6,0,1,BATTERY,1
13,2,12,6,0,0,ASSAULT,1
14,6,9,6,1,0,ASSAULT,1
20,6,3,5,1,0,MOTOR VEHICLE THEFT,1
13,6,11,6,1,1,BATTERY,1
11,2,7,6,0,0,ASSAULT,1
15,0,3,6,0,1,BATTERY,1
12,0,3,3,0,0,THEFT,3
19,3,10,6,0,0,ASSAULT,1
19,3,5,3,0,0,THEFT,3
16,0,1,2,0,0,OTHER OFFENSE,3
18,6,11,6,1,0,BATTERY,1
11,2,10,2,0,0,OTHER OFFENSE,2
12,3,9,6,0,0,BATTERY,1
19,2,3,3,0,0,THEFT,3
14,2,10,2,0,0,OTHER OFFENSE,2
21,1,9,6,0,0,ASSAULT,1
14,3,7,6,0,0,BATTERY,1
7,4,6,3,0,0,DECEPTIVE PRACTICE,0
3,2,12,6,0,0,ASSAULT,0
20,3,4,5,0,0,MOTOR VEHICLE THEFT,1
21,6,11,5,1,0,MOTOR VEHICLE THEFT,1
6,0,4,5,0,0,MOTOR VEHICLE THEFT,0
23,3,7,3,0,0,CRIMINAL TRESPASS,2
22,1,2,5,0,0,MOTOR VEHICLE THEFT,1
18,6,7,6,1,1,ASSAULT,1
1,1,11,8,0,0,CRIMINAL SEXUAL ASSAULT,0
16,5,9,3,1,0,CRIMINAL DAMAGE,2
19,2,3,7,0,0,ROBBERY,1
2,2,3,6,0,0,ASSAULT,0
20,1,10,3,0,0,THEFT,2
3,0,12,3,0,1,THEFT,2
0,6,7,2,1,1,CONCEALED CARRY LICENSE VIOLATION,0
16,1,4,6,0,1,BATTERY,1
15,1,2,6,0,0,ASSAULT,1
13,4,2,2,0,0,PUBLIC PEACE VIOLATION,3
16,6,10,5,1,1,WEAPONS VIOLATION,1
22,5,5,6,1,0,ASSAULT,1
21,6,5,3,1,0,THEFT,3
19,0,4,5,0,1,WEAPONS VIOLATION,1
12,2,9,6,0,0,ASSAULT,1
17,4,7,6,0,0,BATTERY,1
8,3,10,3,0,0,THEFT,2
13,0,4,6,0,1,BATTERY,1
17,1,4,3,0,0,THEFT,3
11,6,3,3,1,0,THEFT,3
15,3,2,6,0,0,BATTERY,1
19,2,10,3,0,0,CRIMINAL DAMAGE,2
12,0,3,6,0,0,ASSAULT,1
11,4,7,5,0,1,WEAPONS VIOLATION,1
17,4,9,2,0,0,OTHER OFFENSE,2
11,4,9,4,0,1,NARCOTICS,2
9,6,5,6,1,0,ASSAULT,0
12,4,9,6,0,0,BATTERY,1
19,2,7,6,0,0,ASSAULT,1
7,2,4,6,0,0,BATTERY,0
21,5,11,3,1,0,THEFT,2
17,0,3,4,0,1,NARCOTICS,3
14,0,7,7,0,0,ROBBERY,1
10,2,12,3,0,0,THEFT,2
10,1,11,6,0,0,BATTERY,1
10,1,5,3,0,0,THEFT,3
